time_s,rpm,torque_nm,power_kw,fuel_kgh,cht_c,egt_c,eta_pct,phase,run_id,run_name
202.5,2638.6,184.95,51.105,13.479,54.09,460.6,31.743,cruise,1,Cold day
205.0,2639.2,193.05,53.354,13.762,55.58,466.9,32.458,cruise,1,Cold day
207.5,2627.4,196.63,54.101,14.028,56.97,473.3,32.288,cruise,1,Cold day
210.0,2620.5,210.78,57.843,14.983,58.84,479.8,32.322,cruise,1,Cold day
212.5,2593.2,215.94,58.642,14.851,60.53,485.1,33.059,cruise,1,Cold day
215.0,2579.9,221.42,59.821,14.94,62.23,490.5,33.523,cruise,1,Cold day
217.5,2562.7,224.94,60.366,15.277,63.77,496.2,33.08,cruise,1,Cold day
220.0,2525.6,230.49,60.959,15.386,65.32,500.3,33.17,cruise,1,Cold day
222.5,2483.8,235.96,61.374,15.192,66.92,505.4,33.821,cruise,1,Cold day
225.0,2460.2,238.93,61.556,15.342,68.21,509.8,33.59,cruise,1,Cold day
227.5,2429.7,236.91,60.28,15.175,69.38,512.1,33.257,cruise,1,Cold day
230.0,2431.2,243.11,61.896,15.499,70.73,515.2,33.435,cruise,1,Cold day
232.5,2377.4,247.75,61.681,15.522,71.84,517.9,33.269,cruise,1,Cold day
235.0,2368.3,237.12,58.808,14.621,72.59,518.9,33.674,cruise,1,Cold day
237.5,2331.8,241.04,58.859,14.685,73.15,518.3,33.556,cruise,1,Cold day
240.0,2313.2,236.85,57.375,14.189,73.73,518.3,33.854,cruise,1,Cold day
242.5,2276.6,232.02,55.315,13.771,74.0,516.1,33.628,cruise,1,Cold day
245.0,2236.6,230.37,53.957,13.77,74.0,513.3,32.805,cruise,1,Cold day
247.5,2207.6,219.66,50.783,12.826,73.45,509.6,33.149,cruise,1,Cold day
250.0,2183.6,216.31,49.464,12.505,72.85,505.5,33.116,cruise,1,Cold day
252.5,2159.0,212.35,48.01,12.27,72.32,500.8,32.759,cruise,1,Cold day
255.0,2128.0,201.92,44.996,11.62,71.56,494.6,32.418,cruise,1,Cold day
257.5,2110.8,194.19,42.925,11.403,70.48,488.6,31.515,cruise,1,Cold day
260.0,2107.1,187.92,41.465,11.175,69.4,484.1,31.064,cruise,1,Cold day
262.5,2055.9,179.46,38.637,10.499,67.91,479.0,30.811,cruise,1,Cold day
265.0,2059.8,176.44,38.059,10.601,66.5,473.5,30.057,cruise,1,Cold day
267.5,2034.9,164.64,35.084,10.213,64.88,467.5,28.76,cruise,1,Cold day
270.0,2035.2,162.02,34.53,9.791,63.36,461.0,29.527,cruise,1,Cold day
272.5,2033.7,151.99,32.369,9.604,61.53,454.5,28.218,cruise,1,Cold day
275.0,2019.4,151.01,31.934,9.493,60.03,449.0,28.163,cruise,1,Cold day
277.5,2025.1,145.32,30.819,9.415,58.55,442.8,27.405,cruise,1,Cold day
280.0,2001.8,137.04,28.728,9.061,56.71,436.5,26.545,cruise,1,Cold day
282.5,2031.8,140.14,29.817,9.22,55.13,432.3,27.075,cruise,1,Cold day
285.0,2020.5,136.78,28.94,8.994,53.73,428.1,26.94,cruise,1,Cold day
287.5,2041.3,137.93,29.483,9.009,52.42,424.3,27.399,cruise,1,Cold day
290.0,2048.1,142.92,30.653,9.476,51.18,422.6,27.083,cruise,1,Cold day
292.5,2034.1,139.42,29.697,9.008,50.23,420.3,27.599,cruise,1,Cold day
295.0,2068.6,142.48,30.864,9.393,49.43,419.7,27.509,cruise,1,Cold day
297.5,2096.8,151.5,33.266,9.779,48.92,420.0,28.481,cruise,1,Cold day
300.0,2158.4,157.74,35.652,10.003,48.97,421.4,29.84,climb,1,Cold day
302.5,2193.7,170.22,39.103,10.66,49.24,424.9,30.71,climb,1,Cold day
305.0,2241.2,177.8,41.729,11.284,49.7,429.1,30.962,climb,1,Cold day
307.5,2272.1,185.84,44.218,11.372,50.5,433.8,32.553,climb,1,Cold day
310.0,2348.0,198.36,48.772,12.559,51.66,440.6,32.513,climb,1,Cold day
312.5,2398.9,212.03,53.264,13.368,53.27,449.6,33.358,climb,1,Cold day
315.0,2427.9,222.45,56.558,14.111,55.26,459.1,33.556,climb,1,Cold day
317.5,2471.7,231.38,59.889,14.767,57.38,469.4,33.955,climb,1,Cold day
320.0,2503.3,242.01,63.442,15.946,59.76,478.5,33.308,climb,1,Cold day
322.5,2573.0,251.71,67.822,17.008,62.66,489.4,33.385,climb,1,Cold day
325.0,2634.8,260.11,71.771,18.566,65.71,501.0,32.365,climb,1,Cold day
327.5,2657.4,273.81,76.195,19.751,69.03,513.7,32.298,climb,1,Cold day
330.0,2703.7,277.41,78.544,21.021,72.34,525.4,31.282,climb,1,Cold day
332.5,2735.7,281.53,80.653,21.796,75.62,536.6,30.98,climb,1,Cold day
335.0,2757.7,288.13,83.207,22.37,79.03,548.3,31.14,climb,1,Cold day
337.5,2816.1,294.57,86.867,24.387,82.45,560.0,29.821,climb,1,Cold day
340.0,2823.2,297.01,87.808,24.881,85.89,569.7,29.547,climb,1,Cold day
342.5,2863.7,296.65,88.96,24.949,88.92,580.1,29.852,climb,1,Cold day
345.0,2896.2,295.4,89.594,25.814,91.85,589.1,29.058,climb,1,Cold day
347.5,2927.0,295.32,90.52,26.681,94.54,596.3,28.404,climb,1,Cold day
350.0,2944.2,289.0,89.103,25.681,96.96,602.4,29.048,climb,1,Cold day
352.5,2962.5,285.71,88.636,26.086,99.2,606.5,28.447,climb,1,Cold day
355.0,2966.5,284.83,88.483,25.422,101.34,610.9,29.14,climb,1,Cold day
357.5,2973.4,275.99,85.935,24.399,102.81,612.5,29.487,climb,1,Cold day
360.0,2995.7,270.67,84.909,24.596,104.11,612.8,28.902,climb,1,Cold day
362.5,2993.3,264.61,82.944,23.854,105.03,612.3,29.111,climb,1,Cold day
365.0,2989.4,255.1,79.859,22.557,105.49,609.8,29.64,climb,1,Cold day
367.5,2988.4,245.12,76.71,21.582,105.5,606.5,29.757,climb,1,Cold day
370.0,2991.5,240.59,75.372,21.42,105.47,602.9,29.459,climb,1,Cold day
372.5,2970.0,228.76,71.147,19.741,104.78,597.4,30.174,climb,1,Cold day
375.0,2963.9,218.04,67.675,19.317,103.91,590.3,29.331,climb,1,Cold day
377.5,2946.9,212.05,65.44,18.334,102.84,581.2,29.882,climb,1,Cold day
380.0,2948.1,203.74,62.901,17.764,101.5,574.2,29.644,climb,1,Cold day
382.5,2930.6,194.24,59.612,16.906,99.85,565.2,29.522,climb,1,Cold day
385.0,2924.3,190.14,58.227,16.479,98.13,558.1,29.582,climb,1,Cold day
387.5,2864.7,184.65,55.393,15.749,96.53,550.9,29.447,climb,1,Cold day
390.0,2846.2,177.07,52.776,14.857,94.44,542.8,29.74,climb,1,Cold day
392.5,2833.6,178.09,52.844,14.906,92.81,535.6,29.681,climb,1,Cold day
395.0,2792.1,176.46,51.595,14.5,91.07,528.8,29.791,climb,1,Cold day
397.5,2759.5,176.04,50.87,14.291,89.29,522.7,29.801,climb,1,Cold day
400.0,2747.4,174.76,50.278,14.095,87.51,516.9,29.864,climb,1,Cold day
402.5,2693.6,179.89,50.742,13.702,86.14,512.2,31.005,climb,1,Cold day
405.0,2651.7,184.26,51.164,13.771,84.99,508.3,31.106,climb,1,Cold day
407.5,2616.1,189.42,51.895,13.631,83.76,506.7,31.874,climb,1,Cold day
410.0,2598.9,192.82,52.477,13.551,82.76,504.9,32.422,climb,1,Cold day
412.5,2565.2,203.34,54.622,13.858,82.23,505.1,32.999,climb,1,Cold day
415.0,2515.8,207.23,54.595,13.664,81.66,504.6,33.452,climb,1,Cold day
417.5,2488.0,217.61,56.695,14.28,81.54,505.6,33.239,climb,1,Cold day
420.0,2472.8,229.57,59.447,14.993,81.51,507.8,33.194,climb,1,Cold day
422.5,2444.4,234.58,60.047,14.837,81.65,510.5,33.883,climb,1,Cold day
425.0,2405.1,244.19,61.503,15.306,81.79,513.7,33.642,climb,1,Cold day
427.5,2392.7,256.62,64.299,15.995,82.56,517.8,33.656,climb,1,Cold day
430.0,2369.4,262.53,65.14,16.457,83.09,521.1,33.139,climb,1,Cold day
432.5,2325.5,271.18,66.04,16.695,83.55,524.4,33.117,climb,1,Cold day
435.0,2322.4,280.11,68.124,17.502,84.41,529.9,32.587,climb,1,Cold day
437.5,2314.7,288.9,70.03,18.3,85.42,534.5,32.038,climb,1,Cold day
440.0,2292.8,288.4,69.243,18.139,86.46,537.9,31.959,climb,1,Cold day
442.5,2268.0,296.36,70.388,18.795,87.34,542.5,31.354,climb,1,Cold day
445.0,2280.6,299.99,71.644,19.294,88.32,547.0,31.088,climb,1,Cold day
447.5,2288.1,302.6,72.505,19.634,89.38,550.9,30.916,climb,1,Cold day
450.0,2318.6,308.42,74.885,20.377,90.73,555.0,30.767,max,1,Cold day
452.5,2304.1,312.11,75.307,21.019,91.86,560.4,29.996,max,1,Cold day
455.0,2376.7,316.41,78.749,21.685,93.41,565.8,30.404,max,1,Cold day
457.5,2365.3,314.24,77.835,21.703,94.68,569.9,30.026,max,1,Cold day
460.0,2413.8,314.97,79.616,21.997,95.98,574.0,30.303,max,1,Cold day
462.5,2445.9,312.67,80.085,22.238,97.26,577.0,30.151,max,1,Cold day
465.0,2474.5,306.05,79.307,21.705,98.35,579.2,30.59,max,1,Cold day
467.5,2499.0,302.24,79.094,21.013,99.23,582.0,31.513,max,1,Cold day
470.0,2520.4,298.64,78.82,21.275,100.22,584.1,31.017,max,1,Cold day
472.5,2574.3,288.33,77.727,20.843,100.75,585.0,31.221,max,1,Cold day
475.0,2598.3,278.02,75.648,19.884,101.24,584.0,31.851,max,1,Cold day
477.5,2618.9,270.34,74.142,19.267,101.49,582.1,32.217,max,1,Cold day
480.0,2712.2,259.45,73.689,18.823,101.57,580.9,32.776,max,1,Cold day
482.5,2731.5,252.67,72.275,18.783,101.42,578.4,32.215,max,1,Cold day
485.0,2783.8,244.82,71.368,18.59,101.22,577.2,32.14,max,1,Cold day
487.5,2798.0,232.68,68.177,18.127,100.73,574.4,31.488,max,1,Cold day
490.0,2863.3,225.81,67.708,18.146,100.25,572.9,31.239,max,1,Cold day
492.5,2905.9,221.16,67.299,18.27,99.72,570.1,30.839,max,1,Cold day
495.0,2946.4,211.45,65.24,17.882,99.06,565.8,30.544,max,1,Cold day
497.5,2970.6,207.52,64.556,18.373,98.22,561.5,29.416,max,1,Cold day
500.0,2997.8,200.93,63.078,18.033,97.36,555.4,29.285,max,1,Cold day
502.5,3045.6,198.55,63.326,18.578,96.42,552.2,28.537,max,1,Cold day
505.0,3061.3,197.77,63.401,19.013,95.78,549.7,27.917,max,1,Cold day
507.5,3100.3,203.19,65.969,19.796,95.44,549.7,27.899,max,1,Cold day
510.0,3150.1,199.48,65.804,20.366,95.05,549.4,27.051,max,1,Cold day
512.5,3168.7,202.12,67.067,21.38,95.0,549.9,26.263,max,1,Cold day
515.0,3203.8,206.29,69.212,21.645,95.15,551.3,26.771,max,1,Cold day
517.5,3228.3,212.62,71.881,22.667,95.26,554.3,26.549,max,1,Cold day
520.0,3269.7,220.98,75.664,24.563,96.08,559.5,25.789,max,1,Cold day
522.5,3281.2,227.81,78.276,25.788,97.0,563.8,25.413,max,1,Cold day
525.0,3282.3,240.2,82.562,26.329,98.59,570.4,26.253,max,1,Cold day
527.5,3305.9,245.9,85.128,27.949,100.49,576.8,25.5,max,1,Cold day
530.0,3293.7,258.28,89.083,28.987,102.4,586.4,25.729,max,1,Cold day
532.5,3302.2,266.19,92.049,30.168,104.57,596.0,25.545,max,1,Cold day
535.0,3315.2,277.22,96.243,32.956,107.03,606.2,24.449,max,1,Cold day
537.5,3290.7,283.42,97.668,32.745,109.51,614.6,24.972,max,1,Cold day
540.0,3293.8,296.06,102.121,35.527,112.34,625.0,24.065,max,1,Cold day
542.5,3273.5,305.7,104.792,36.707,115.32,635.2,23.901,max,1,Cold day
545.0,3274.6,314.18,107.737,38.548,118.18,645.7,23.399,max,1,Cold day
547.5,3273.2,318.33,109.115,39.39,121.23,655.3,23.192,max,1,Cold day
550.0,3229.8,331.34,112.069,40.436,124.13,665.5,23.203,max,1,Cold day
552.5,3217.1,334.59,112.723,41.346,126.99,674.1,22.825,max,1,Cold day
555.0,3180.8,338.99,112.912,41.407,129.74,682.2,22.83,max,1,Cold day
557.5,3150.6,342.48,112.994,41.395,132.23,688.7,22.853,max,1,Cold day
560.0,3119.9,344.22,112.462,40.544,134.3,693.7,23.223,max,1,Cold day
562.5,3114.9,345.72,112.771,41.441,136.26,698.2,22.783,max,1,Cold day
565.0,3090.5,341.11,110.394,39.294,137.81,700.5,23.521,max,1,Cold day
567.5,3036.8,339.09,107.833,37.062,138.98,701.7,24.359,max,1,Cold day
570.0,2988.7,337.44,105.612,35.648,139.91,700.8,24.804,max,1,Cold day
572.5,2966.1,331.75,103.046,33.672,140.23,698.9,25.621,max,1,Cold day
575.0,2918.4,324.11,99.054,31.256,140.23,694.7,26.532,max,1,Cold day
577.5,2892.3,316.06,95.73,28.442,139.85,688.5,28.178,max,1,Cold day
580.0,2849.9,306.98,91.615,26.435,139.02,682.3,29.015,max,1,Cold day
582.5,2813.0,299.23,88.148,24.94,137.84,673.9,29.59,max,1,Cold day
585.0,2780.3,291.88,84.98,23.587,136.48,666.0,30.164,max,1,Cold day
587.5,2733.6,277.22,79.357,20.781,134.48,655.9,31.971,max,1,Cold day
590.0,2701.8,272.07,76.98,20.23,132.4,644.7,31.857,max,1,Cold day
592.5,2656.9,260.48,72.474,18.711,129.93,633.0,32.427,max,1,Cold day
595.0,2639.9,247.94,68.543,17.431,127.31,621.1,32.921,max,1,Cold day
597.5,2602.6,240.95,65.669,16.565,124.22,609.2,33.19,max,1,Cold day
0.0,991.9,34.62,3.596,2.627,43.52,355.0,11.459,idle,2,Hot day
2.5,1012.5,33.88,3.592,2.648,43.33,354.9,11.354,idle,2,Hot day
5.0,1003.1,35.75,3.755,2.736,43.1,354.6,11.49,idle,2,Hot day
7.5,1008.6,31.9,3.37,2.481,42.77,354.0,11.374,idle,2,Hot day
10.0,998.7,32.83,3.433,2.514,42.53,352.7,11.435,idle,2,Hot day
12.5,1003.3,27.25,2.864,2.122,42.38,351.8,11.3,idle,2,Hot day
15.0,989.0,25.33,2.623,2.018,42.21,351.1,10.881,idle,2,Hot day
17.5,991.5,29.68,3.082,2.347,42.01,350.4,10.993,idle,2,Hot day
20.0,991.9,28.44,2.954,2.17,41.85,350.1,11.393,idle,2,Hot day
22.5,979.9,25.13,2.578,2.061,41.61,349.0,10.473,idle,2,Hot day
25.0,967.5,23.17,2.347,1.843,41.28,349.3,10.664,idle,2,Hot day
27.5,953.0,21.68,2.164,1.618,41.19,349.9,11.193,idle,2,Hot day
30.0,956.7,18.65,1.869,1.593,40.98,348.6,9.823,idle,2,Hot day
32.5,949.0,21.86,2.173,1.731,41.02,348.2,10.507,idle,2,Hot day
35.0,932.9,18.96,1.853,1.443,40.71,347.3,10.746,idle,2,Hot day
37.5,917.3,17.64,1.694,1.429,40.47,347.3,9.93,idle,2,Hot day
40.0,919.6,16.51,1.59,1.191,40.32,346.7,11.177,idle,2,Hot day
42.5,927.8,17.14,1.665,1.441,40.09,346.1,9.678,idle,2,Hot day
45.0,888.6,15.52,1.445,1.134,39.74,345.2,10.664,idle,2,Hot day
47.5,883.6,15.66,1.449,1.135,39.46,344.7,10.684,idle,2,Hot day
50.0,872.7,11.68,1.067,0.866,39.26,343.3,10.321,idle,2,Hot day
52.5,831.9,15.09,1.314,1.109,39.12,343.3,9.92,idle,2,Hot day
55.0,847.8,18.69,1.659,1.353,39.0,342.7,10.268,idle,2,Hot day
57.5,828.7,13.71,1.19,1.031,38.94,342.6,9.664,idle,2,Hot day
60.0,839.3,15.11,1.328,1.084,38.89,342.4,10.259,idle,2,Hot day
62.5,813.0,17.95,1.528,1.325,38.81,343.0,9.658,idle,2,Hot day
65.0,798.4,19.02,1.591,1.347,38.72,342.8,9.884,idle,2,Hot day
67.5,795.4,19.44,1.619,1.321,38.61,343.3,10.264,idle,2,Hot day
70.0,791.3,16.15,1.338,1.177,38.55,342.3,9.52,idle,2,Hot day
72.5,776.8,21.67,1.763,1.499,38.59,342.7,9.844,idle,2,Hot day
75.0,775.6,19.65,1.596,1.344,38.52,342.5,9.94,idle,2,Hot day
77.5,757.2,21.75,1.724,1.524,38.51,342.6,9.472,idle,2,Hot day
80.0,764.0,25.88,2.071,1.672,38.47,342.8,10.369,idle,2,Hot day
82.5,770.5,25.56,2.062,1.703,38.33,343.5,10.141,idle,2,Hot day
85.0,780.0,29.09,2.376,2.045,38.28,342.6,9.729,idle,2,Hot day
87.5,766.0,35.01,2.808,2.287,38.46,343.4,10.282,idle,2,Hot day
90.0,879.2,48.99,4.511,3.399,38.82,344.2,11.112,cruise,2,Hot day
92.5,995.4,66.48,6.93,4.609,39.58,348.0,12.589,cruise,2,Hot day
95.0,1091.9,79.6,9.102,5.386,40.42,350.7,14.15,cruise,2,Hot day
97.5,1188.9,95.12,11.843,6.371,41.63,355.4,15.563,cruise,2,Hot day
100.0,1267.2,107.87,14.314,6.833,43.11,360.5,17.54,cruise,2,Hot day
102.5,1333.9,121.01,16.903,7.646,44.78,368.6,18.51,cruise,2,Hot day
105.0,1411.8,130.41,19.281,7.899,46.48,375.2,20.434,cruise,2,Hot day
107.5,1481.3,140.2,21.749,8.465,48.41,383.2,21.51,cruise,2,Hot day
110.0,1549.6,148.44,24.087,8.745,50.53,391.2,23.06,cruise,2,Hot day
112.5,1612.7,152.62,25.775,9.142,52.58,398.3,23.604,cruise,2,Hot day
115.0,1664.7,156.02,27.199,9.335,54.81,406.1,24.392,cruise,2,Hot day
117.5,1711.0,158.93,28.476,9.587,57.07,414.1,24.868,cruise,2,Hot day
120.0,1783.0,163.99,30.619,9.701,59.3,421.9,26.426,cruise,2,Hot day
122.5,1825.3,163.39,31.231,9.722,61.66,429.5,26.895,cruise,2,Hot day
125.0,1900.4,164.4,32.716,9.795,63.81,436.2,27.964,cruise,2,Hot day
127.5,1952.2,162.55,33.232,9.939,65.86,442.4,27.992,cruise,2,Hot day
130.0,1986.2,157.1,32.676,9.935,67.67,447.1,27.534,cruise,2,Hot day
132.5,2059.0,155.81,33.594,10.14,69.42,452.1,27.738,cruise,2,Hot day
135.0,2108.1,147.81,32.631,9.921,71.0,456.7,27.536,cruise,2,Hot day
137.5,2145.9,151.2,33.977,10.219,72.6,460.5,27.837,cruise,2,Hot day
140.0,2205.1,144.86,33.451,10.017,74.16,463.4,27.957,cruise,2,Hot day
142.5,2248.6,137.93,32.479,9.96,75.37,464.6,27.301,cruise,2,Hot day
145.0,2257.1,132.14,31.232,9.956,76.3,464.9,26.262,cruise,2,Hot day
147.5,2316.5,131.69,31.946,10.157,77.19,466.8,26.331,cruise,2,Hot day
150.0,2345.1,124.14,30.487,9.722,77.69,466.0,26.254,cruise,2,Hot day
152.5,2376.9,123.89,30.838,9.966,78.33,465.7,25.907,cruise,2,Hot day
155.0,2411.4,125.22,31.62,10.243,78.95,466.4,25.845,cruise,2,Hot day
157.5,2421.4,122.93,31.171,10.021,79.63,466.5,26.042,cruise,2,Hot day
160.0,2446.3,121.69,31.174,10.268,80.17,468.0,25.418,cruise,2,Hot day
162.5,2464.7,125.34,32.351,10.513,80.98,467.5,25.763,cruise,2,Hot day
165.0,2483.1,123.02,31.987,10.522,81.58,468.4,25.452,cruise,2,Hot day
167.5,2504.2,128.19,33.617,11.066,82.37,470.5,25.434,cruise,2,Hot day
170.0,2502.2,130.0,34.063,10.781,83.09,471.4,26.452,cruise,2,Hot day
172.5,2514.6,133.46,35.144,11.269,83.89,473.2,26.11,cruise,2,Hot day
175.0,2536.2,140.97,37.439,11.655,84.97,476.8,26.894,cruise,2,Hot day
177.5,2531.9,143.58,38.067,11.77,86.08,481.0,27.077,cruise,2,Hot day
180.0,2535.5,155.42,41.267,12.14,87.36,485.1,28.46,cruise,2,Hot day
182.5,2509.0,156.92,41.229,12.145,88.65,488.2,28.422,cruise,2,Hot day
185.0,2513.3,168.84,44.437,12.703,90.47,494.4,29.286,cruise,2,Hot day
187.5,2506.1,169.6,44.51,12.916,91.89,500.1,28.851,cruise,2,Hot day
190.0,2499.9,179.96,47.11,13.151,93.52,505.4,29.99,cruise,2,Hot day
192.5,2479.0,183.19,47.557,13.355,95.04,509.2,29.814,cruise,2,Hot day
195.0,2477.2,189.51,49.162,13.415,96.57,515.6,30.68,cruise,2,Hot day
197.5,2448.2,198.74,50.951,13.683,98.47,521.2,31.175,cruise,2,Hot day
200.0,2427.8,205.5,52.246,13.956,100.28,527.6,31.343,cruise,2,Hot day
202.5,2404.9,206.71,52.057,13.606,101.95,532.2,32.032,cruise,2,Hot day
205.0,2387.5,216.02,54.008,14.201,103.89,537.1,31.84,cruise,2,Hot day
207.5,2350.0,215.64,53.068,13.942,105.61,540.7,31.868,cruise,2,Hot day
210.0,2339.2,220.22,53.945,14.194,106.98,545.5,31.818,cruise,2,Hot day
212.5,2305.0,222.51,53.708,14.17,108.4,549.3,31.732,cruise,2,Hot day
215.0,2273.8,223.76,53.281,13.916,109.61,550.2,32.055,cruise,2,Hot day
217.5,2244.3,218.83,51.429,13.472,110.46,550.5,31.961,cruise,2,Hot day
220.0,2220.6,224.54,52.215,13.983,111.34,552.8,31.264,cruise,2,Hot day
222.5,2197.3,220.36,50.705,13.332,111.92,552.6,31.84,cruise,2,Hot day
225.0,2168.8,215.41,48.924,13.011,112.36,550.6,31.481,cruise,2,Hot day
227.5,2136.1,210.4,47.064,12.567,112.43,548.6,31.354,cruise,2,Hot day
230.0,2115.0,204.48,45.288,12.259,112.24,545.6,30.928,cruise,2,Hot day
232.5,2082.5,199.89,43.593,12.132,111.92,542.1,30.083,cruise,2,Hot day
235.0,2070.3,197.9,42.906,11.99,111.51,538.3,29.959,cruise,2,Hot day
237.5,2035.7,189.88,40.478,11.183,110.77,533.7,30.303,cruise,2,Hot day
240.0,1995.1,181.74,37.97,10.904,109.74,528.1,29.153,cruise,2,Hot day
242.5,2011.1,176.21,37.111,10.92,108.82,523.2,28.452,cruise,2,Hot day
245.0,1982.9,173.61,36.051,10.54,107.71,517.7,28.636,cruise,2,Hot day
247.5,1956.5,163.15,33.425,10.151,106.29,511.6,27.567,cruise,2,Hot day
250.0,1954.9,156.2,31.977,10.054,104.72,505.6,26.627,cruise,2,Hot day
252.5,1939.3,153.99,31.274,9.986,103.23,501.0,26.221,cruise,2,Hot day
255.0,1963.0,146.64,30.143,9.693,101.64,495.7,26.036,cruise,2,Hot day
257.5,1943.5,140.83,28.661,9.228,100.1,490.0,26.003,cruise,2,Hot day
260.0,1922.0,135.26,27.223,9.007,98.5,484.6,25.303,cruise,2,Hot day
262.5,1944.9,129.9,26.457,8.88,96.71,479.4,24.945,cruise,2,Hot day
265.0,1940.0,128.06,26.016,8.742,95.2,475.2,24.914,cruise,2,Hot day
267.5,1970.3,127.76,26.36,8.767,93.92,471.4,25.174,cruise,2,Hot day
270.0,1950.3,127.55,26.051,9.005,92.66,468.8,24.221,cruise,2,Hot day
272.5,1950.6,128.95,26.339,8.862,91.42,466.5,24.884,cruise,2,Hot day
275.0,1988.3,130.55,27.182,9.068,90.61,464.2,25.096,cruise,2,Hot day
277.5,2001.0,132.04,27.668,9.2,89.74,462.4,25.178,cruise,2,Hot day
280.0,2019.3,135.08,28.564,9.287,89.01,462.2,25.749,cruise,2,Hot day
282.5,2022.9,136.51,28.919,9.305,88.4,462.1,26.019,cruise,2,Hot day
285.0,2071.3,138.86,30.119,9.542,88.09,462.3,26.427,cruise,2,Hot day
287.5,2108.1,147.43,32.546,10.11,88.23,463.3,26.952,cruise,2,Hot day
290.0,2098.0,152.42,33.486,10.16,88.49,464.5,27.594,cruise,2,Hot day
292.5,2155.6,159.31,35.963,10.344,88.97,468.5,29.107,cruise,2,Hot day
295.0,2166.0,166.67,37.804,11.01,89.52,473.2,28.748,cruise,2,Hot day
297.5,2223.7,171.5,39.937,11.507,90.36,478.7,29.058,cruise,2,Hot day
300.0,2262.5,183.45,43.467,11.952,91.57,484.4,30.447,climb,2,Hot day
302.5,2312.4,196.89,47.676,12.77,93.31,493.3,31.257,climb,2,Hot day
305.0,2379.3,208.3,51.9,13.737,95.31,502.6,31.631,climb,2,Hot day
307.5,2425.4,217.17,55.157,14.743,97.77,513.2,31.323,climb,2,Hot day
310.0,2463.8,229.16,59.125,15.451,100.6,524.8,32.037,climb,2,Hot day
312.5,2524.1,236.54,62.522,16.707,103.57,536.1,31.33,climb,2,Hot day
315.0,2556.6,242.76,64.993,17.52,106.69,547.4,31.058,climb,2,Hot day
317.5,2585.9,251.59,68.131,18.425,109.85,558.2,30.958,climb,2,Hot day
320.0,2663.5,260.79,72.738,20.001,113.3,571.0,30.447,climb,2,Hot day
322.5,2676.1,259.91,72.838,19.907,116.57,581.4,30.633,climb,2,Hot day
325.0,2706.9,266.52,75.548,20.948,120.11,593.3,30.193,climb,2,Hot day
327.5,2746.6,268.52,77.233,21.824,123.58,604.4,29.628,climb,2,Hot day
330.0,2754.5,269.01,77.597,21.776,126.67,614.5,29.834,climb,2,Hot day
332.5,2780.2,263.31,76.661,21.723,129.56,622.1,29.545,climb,2,Hot day
335.0,2808.9,266.68,78.443,22.312,132.3,629.2,29.434,climb,2,Hot day
337.5,2825.4,259.4,76.75,22.313,134.77,634.7,28.798,climb,2,Hot day
340.0,2844.4,254.12,75.693,22.096,136.81,638.2,28.68,climb,2,Hot day
342.5,2864.5,248.67,74.595,21.333,138.45,641.1,29.275,climb,2,Hot day
345.0,2854.6,244.03,72.951,21.223,139.86,642.4,28.777,climb,2,Hot day
347.5,2866.9,235.98,70.847,20.438,140.73,641.3,29.021,climb,2,Hot day
350.0,2867.1,228.09,68.482,19.732,141.21,639.4,29.057,climb,2,Hot day
352.5,2846.0,223.26,66.54,19.14,141.34,636.6,29.105,climb,2,Hot day
355.0,2851.6,211.37,63.121,18.318,141.17,631.8,28.849,climb,2,Hot day
357.5,2829.3,202.9,60.116,17.129,140.59,626.6,29.382,climb,2,Hot day
360.0,2835.7,198.98,59.086,17.659,139.92,621.9,28.013,climb,2,Hot day
362.5,2813.1,191.6,56.441,16.319,138.93,615.0,28.955,climb,2,Hot day
365.0,2789.5,185.73,54.257,15.495,137.9,607.7,29.316,climb,2,Hot day
367.5,2754.4,175.47,50.613,14.934,136.3,598.0,28.374,climb,2,Hot day
370.0,2745.1,174.69,50.218,14.811,134.74,590.8,28.386,climb,2,Hot day
372.5,2710.5,169.36,48.072,14.105,133.21,583.1,28.533,climb,2,Hot day
375.0,2697.7,168.84,47.698,13.81,131.78,575.3,28.917,climb,2,Hot day
377.5,2660.4,160.87,44.817,13.543,129.97,568.3,27.705,climb,2,Hot day
380.0,2623.3,163.01,44.781,13.181,128.11,562.5,28.443,climb,2,Hot day
382.5,2609.5,162.43,44.386,13.089,126.45,556.5,28.389,climb,2,Hot day
385.0,2575.7,161.4,43.533,12.701,124.93,551.1,28.696,climb,2,Hot day
387.5,2530.5,165.91,43.963,12.66,123.53,546.4,29.072,climb,2,Hot day
390.0,2515.9,173.46,45.7,12.851,122.62,544.6,29.771,climb,2,Hot day
392.5,2469.3,175.17,45.297,12.774,121.44,541.4,29.687,climb,2,Hot day
395.0,2437.9,180.51,46.082,12.769,120.67,539.9,30.213,climb,2,Hot day
397.5,2411.6,190.35,48.072,13.17,120.09,541.3,30.558,climb,2,Hot day
400.0,2373.4,197.95,49.197,13.316,119.89,542.1,30.932,climb,2,Hot day
402.5,2348.3,205.83,50.618,13.504,119.76,543.9,31.382,climb,2,Hot day
405.0,2324.6,210.56,51.255,13.616,119.83,545.4,31.515,climb,2,Hot day
407.5,2316.7,220.51,53.497,14.256,120.03,547.6,31.418,climb,2,Hot day
